ID,project,region,site,dist_along_transect,sample_type,mass,direction,coordinates,end coordniate,litter_depth_cm,dbh,denisometer,pct_litter,pct_grass,pct_herb,pct_bare
20.0237,douglasii,transects,20.2004,26,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0413,douglasii,transects,20.2004,28,soils bag,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0137,douglasii,transects,20.2004,30,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0723,douglasii,transects,20.2004,0,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0692,douglasii,transects,20.2004,2,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0689,douglasii,transects,20.2004,4,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0689,douglasii,transects,20.2004,6,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.072,douglasii,transects,20.2004,8,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0731,douglasii,transects,20.2004,10,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0684,douglasii,transects,20.2004,12,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0675,douglasii,transects,20.2004,14,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0658,douglasii,transects,20.2004,16,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0679,douglasii,transects,20.2004,18,root bag,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0685,douglasii,transects,20.2004,20,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0654,douglasii,transects,20.2004,22,root bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0799,douglasii,transects,20.2004,24,root bag,NaN,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0698,douglasii,transects,20.2004,26,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0767,douglasii,transects,20.2004,28,root bag,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0793,douglasii,transects,20.2004,30,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0476,douglasii,transects,20.2004,0,tube_1,1.77,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0143,douglasii,transects,20.2004,2,tube_1,1.87,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0148,douglasii,transects,20.2004,4,tube_1,1.68,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0055,douglasii,transects,20.2004,6,tube_1,1.52,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0398,douglasii,transects,20.2004,8,tube_1,1.51,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0115,douglasii,transects,20.2004,10,tube_1,1.78,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0122,douglasii,transects,20.2004,12,tube_1,1.72,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0094,douglasii,transects,20.2004,14,tube_1,1.79,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0606,douglasii,transects,20.2004,16,tube_1,1.8,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0328,douglasii,transects,20.2004,18,tube_1,1.65,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0466,douglasii,transects,20.2004,20,tube_1,1.63,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.021,douglasii,transects,20.2004,22,tube_1,1.62,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0282,douglasii,transects,20.2004,24,tube_1,1.52,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.024,douglasii,transects,20.2004,26,tube_1,1.75,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0416,douglasii,transects,20.2004,28,tube_1,1.17,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0139,douglasii,transects,20.2004,30,tube_1,1.74,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0474,douglasii,transects,20.2004,0,tube_2,1.49,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0144,douglasii,transects,20.2004,2,tube_2,1.5,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0147,douglasii,transects,20.2004,4,tube_2,1.62,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0054,douglasii,transects,20.2004,6,tube_2,1.5,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.04,douglasii,transects,20.2004,8,tube_2,1.48,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0114,douglasii,transects,20.2004,10,tube_2,1.62,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0123,douglasii,transects,20.2004,12,tube_2,1.73,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0095,douglasii,transects,20.2004,14,tube_2,1.54,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0608,douglasii,transects,20.2004,16,tube_2,1.57,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0327,douglasii,transects,20.2004,18,tube_2,1.62,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0467,douglasii,transects,20.2004,20,tube_2,1.63,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0211,douglasii,transects,20.2004,22,tube_2,1.7,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0283,douglasii,transects,20.2004,24,tube_2,1.5,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0239,douglasii,transects,20.2004,26,tube_2,1.43,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0414,douglasii,transects,20.2004,28,tube_2,1.14,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.014,douglasii,transects,20.2004,30,tube_2,1.52,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0475,douglasii,transects,20.2004,0,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0142,douglasii,transects,20.2004,2,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0146,douglasii,transects,20.2004,4,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0056,douglasii,transects,20.2004,6,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0399,douglasii,transects,20.2004,8,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0116,douglasii,transects,20.2004,10,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0124,douglasii,transects,20.2004,12,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0096,douglasii,transects,20.2004,14,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0607,douglasii,transects,20.2004,16,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0326,douglasii,transects,20.2004,18,tube_3,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0468,douglasii,transects,20.2004,20,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0212,douglasii,transects,20.2004,22,tube_3,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0284,douglasii,transects,20.2004,24,tube_3,NaN,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0238,douglasii,transects,20.2004,26,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0415,douglasii,transects,20.2004,28,tube_3,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0138,douglasii,transects,20.2004,30,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.2004,douglasii,transects,20.2004,NaN,transect,NaN,NaN,"34.73746,120.05889","34.73730,120.05881",NaN,NaN,NaN,NaN,NaN,NaN,NaN
